,Global X,Global Y,CD45RO,N/A,CD31,N/A,N/A,N/A,N/A,pan-CK,PD-1,Ki-67,cyclin D,b-actin,CD3,CD4,N/A,CD16,N/A,N/A,PD-L1,ATPase,Granzyme B,P53,NF-kB,PTEN,p-ERK1/2,N/A,Caspase 3
225,22728,16087,457.76,344.11,393.07,363.42,429.16,357.1,388.39,398.33,394.85,374.52,404.78,435.49,465.78,347.2,390.91,221.2,398.5,402.39,358.29,405.56,356.4,385.49,360.17,367.56,381.78,386.48,409.44
226,7661,8293,403.84,303.16,310.3,283.61,339.08,358.8,365.4,356.15,374.64,432.16,342.88,420.52,441.66,388.12,332.96,327.97,367.42,338.4,389.52,353.38,332.88,320.96,347.04,352.92,326.94,301.39,331.2
227,6676,13518,388.43,462.08,374.98,468.6,436.01,369.22,374.73,332.2,403.98,425.06,434.75,269.4,470.66,401.68,425.53,389.36,404.34,434.86,399.17,401.78,385.13,376.78,473.02,449.68,416.08,389.96,459.22
228,2277,3442,646.6,581.48,605.62,729.55,763.13,699.9,640.38,725.08,711.64,697.42,623.89,576.68,653.74,807.9,561.05,487.95,554.83,594.58,592.51,816.7,719.65,600.44,662.78,734.58,696.8,580.54,672.67
229,9678,8505,541.3,499.46,494.86,531.53,484.9,529.12,461.3,523.07,500.8,528,492.99,479.94,588.12,550.78,440.18,488.55,530.06,521.83,508.97,513.36,485.24,482.49,520.57,537.44,523.92,491.9,503.07
230,9472,12061,461.16,508.76,547.86,565.3,526.24,514.6,531.04,508.74,515.28,557.71,546.98,527.82,597.65,499.82,492.79,509.88,521.65,499.3,546.2,499.9,496.78,473.96,538.66,532.23,539.82,482.92,550.45
231,13433,17335,496.03,423.62,498.78,407.54,427.25,440.66,452.38,420.37,376.14,426.56,482.88,442.57,643.9,453.98,562.84,461.06,438.77,374.46,524.49,483.56,648.54,462.82,479.4,630.73,499.73,418.88,357.19
232,7146,7482,294.28,281.68,278.2,282.38,280.56,276.6,271.39,274.48,277.94,281.4,284.56,277.08,300.3,274.98,276.33,274.23,281.28,278.4,278.1,275.54,279.89,276.28,275.76,280,266.76,273.78,277.6
233,4091,7719,287.58,284.2,280.25,283.7,279.18,280.18,279,283.18,280.5,290.97,285.7,282.08,290.51,282.89,280.78,282.38,282.7,280.5,285.39,277.57,293.96,280.16,288.68,284.84,287.54,284.4,280.86
234,7364,326,500.1,303.98,431.44,501.27,334.68,369.1,486.55,436.8,365,481.33,362.78,364.6,442.99,291.4,466.28,473.76,395.78,290.48,505.28,438.52,414.7,500.12,409.05,301.26,467.03,432.21,424.54
235,819,7566,456.24,408.66,393.36,435.96,385.2,411.8,349.86,380.14,363.56,441.33,379.51,361.96,476.7,395.56,356.34,340.14,381.15,383.68,407.18,373.88,335.39,421.58,320.09,333.3,434.88,325.62,430.52
236,2203,9203,480.5,430.76,406.22,393.22,383.28,377.94,389.16,411.2,418.1,422.6,389.65,390.38,521.42,463.98,389.62,399.68,422.64,369.02,404.28,409.53,431.04,438.48,443.66,408.08,376.75,396.34,419.6
237,4764,8442,389.96,380.8,353.48,279.56,305.32,376.36,397.18,375.69,362.7,363.83,433.36,408.32,467.58,366.84,334.52,372.78,403.27,379.04,300.72,327.92,372.1,418.94,411.25,363.46,400.98,368.7,376.72
238,9685,2203,439.29,366.71,365.66,469.7,539.32,381.3,456.48,516.66,399.06,432.94,446.41,338.59,547.74,442.11,460.08,472.94,401.8,394.88,387.98,408.48,555.1,500.64,395.57,386.25,492.76,380.5,516.78
239,7906,7931,514.82,353.19,454.87,419.06,466.08,448.4,456.36,449.42,401.4,511.07,553.82,419.98,501.28,410.94,419.4,471.78,455.56,464.13,545.72,359.58,294.28,396.74,494.09,434.38,466.8,327.2,396.06
240,9779,14443,501.43,497.7,584.08,376.68,444.59,481.63,484.53,531.86,518.19,504.28,497.36,430.26,322.7,395,443.2,511.31,515.04,533.82,543.07,518.63,586.5,455.52,471.82,441.58,426.6,493.98,519.92
241,6099,7043,404.73,442.03,406.1,440.72,481.28,456.33,440.6,477.2,391.05,514.05,543.41,438.22,575.57,531.7,474.54,462.95,437.46,495.32,302.86,442.28,548.84,381.5,533.51,554.2,528.86,485.11,425.26
242,8217,10701,527.38,472.28,453.87,477.62,467.2,445.74,440.38,426.56,519.02,459.84,512.27,421.1,575.4,469.81,444.67,463.12,466.78,502.86,501.88,420.58,394.89,437.72,533.18,425.36,473.8,462.49,446.38
243,7470,7948,389.34,388.08,405.1,399.17,352.18,329.68,355.11,385.15,377.18,392.36,379.16,362.73,449.65,391.2,366.58,349.88,332.96,350.99,320.23,362.56,306.08,284.36,307.36,335.59,495.04,281.54,329.24
244,6655,15337,446.46,456.58,435.54,456.08,308.9,386.09,418.8,345.4,297.56,500.88,354.9,485.18,407.16,488.7,364.37,319.04,418.5,443.57,508.18,291.58,403.16,388.38,487.09,449.07,313.62,443.38,392.23
245,1245,5043,459.5,378.81,429.84,429.14,396.68,418.15,435.03,398.82,417.07,459.71,412.37,480.47,534.16,434.88,453.58,407.3,486.88,453.26,404.74,433.3,444.76,427.94,451,449.29,450.48,369.49,420.34
246,2921,3168,428.35,332.17,323.3,355.94,395.18,424.2,338.97,389.74,452.99,452.8,407.74,488.3,251.96,328.22,377.88,323.5,377.18,430.36,355.03,470.3,441.85,254.4,403.58,403.14,462.84,470.42,414.76
247,11421,10257,589.16,471.68,517.62,562.3,492.75,549.55,534.58,535.98,534.04,595.14,627.79,528.06,656.04,512.26,504.72,540.26,525.34,539.34,480.52,604.67,424.88,508.82,529.82,635.99,524.04,604.66,533.18
248,6998,1846,427.56,385.64,508.4,484.01,465.78,498.36,417.36,432.8,470.24,448.7,442.82,387.26,465.62,440.86,435.84,419.69,398.18,332.26,510.25,352.1,525.47,504.17,457.7,354.38,277.3,436.48,448.26
249,7079,7299,287.8,382.38,369.19,467.66,468.78,449.88,444.26,449.4,377.38,492.7,435.53,344.24,514.46,372.4,399.92,351.54,391.82,421.78,321.5,362.04,406.2,464.47,429.66,422.49,285.98,268.8,397.18
250,3097,8408,462.76,362.98,398,390.91,347.06,364.03,345.7,376.18,350.48,411.54,376.08,363.5,465.1,378.1,351.94,377.14,357.58,341.51,349.76,365.17,362.53,383.24,410.14,367.54,320.78,320.86,364.87
251,6016,3027,280.47,282.88,277.84,283.83,281.5,280.63,285.48,279.7,286.4,282.46,282.76,284.1,279.52,282.28,278.49,285.24,281.8,285.84,287.66,283.9,286.42,277.48,285.58,287.28,290.47,283.38,278.28
252,410,8668,479.86,472.77,453.44,461.55,486.56,433,437.86,480.11,437.34,566.04,388.98,467.02,487.44,524.28,515.78,440.08,527.76,439.17,418.28,375.53,480.7,461.66,447.98,496.68,368.62,527.24,409.39
253,22327,17532,281.7,352.41,321.08,343.04,327.06,397.65,352.28,295.46,321.5,339.62,359.01,328.03,296.48,382.55,400.58,325.96,288.74,343.18,263.62,365.24,401.72,357.27,336.86,337.3,325.08,335.05,295.64
254,15082,19937,434.98,438.76,414.25,425.46,413.9,440.85,383.69,417.15,421.16,373.58,447.36,456.36,475.12,441.2,436.22,439.44,392.38,399.48,476.74,415.99,413.58,426.51,451,364.56,398.9,346.54,427.34
255,5479,10827,513.88,441.58,434.43,462.74,430.44,391.76,437.9,428.71,412.5,507.98,476.68,491.62,572.18,434.17,402.54,450.52,423.16,354.13,412.5,441.36,480.36,479.98,487.36,459.89,452.44,440.93,514.44
256,3283,21368,432.79,318.65,423.14,476.91,410.71,412.29,365.74,428.33,391.18,429.7,332.24,320.06,415.08,434,370.68,447.5,374.18,372.41,354.52,356.88,296,559.56,423.7,342.13,334.5,307.18,390.55
257,5458,12475,353.64,290.28,416.3,367.9,335.72,396.66,386.52,427.26,401.02,481.14,406.78,438.23,469.05,301.03,373.36,333.08,444.28,418.9,450.91,399.57,456.82,427.83,447.98,389.61,373.54,400.77,444.98
258,9688,12068,577.95,460.87,509.34,463.28,406.29,467.89,429.85,462.96,450.56,510.86,490.06,511.37,435.98,518.38,527.64,539.9,408.89,439.17,391.28,415.23,402.05,435.68,483.24,512.24,416.88,527.66,410.21
259,4607,2240,589.98,569.02,606.16,593.24,609.46,551.89,579.08,541.42,616.92,605.02,599.29,588.6,617.39,543.84,568.23,618.64,577.92,573.68,578.28,575.18,570.74,579.12,595.08,573.49,383.96,541.52,638.3
260,2454,2256,403.8,370.34,359.58,322.46,358.1,323.38,331.44,299.06,368.04,409.7,391.04,381.9,367.96,441.04,336.27,445.6,357.33,416.82,278.4,360.88,351.78,291.7,395.8,367.36,263.48,350.13,231.58
261,2692,13326,583.5,364.62,465.35,376.81,401.42,427.6,350.82,438.36,389.26,468.58,399.28,331.24,429.84,364.54,283.48,395.02,397.54,426.24,416.2,374.59,495.37,307.56,334.1,360.03,363.24,370.33,417.39
262,4240,8693,394.73,366.88,350.9,356.21,370.52,377.38,335.94,356.38,382.6,472.48,395.02,419.32,378.98,372.14,316.56,335.57,352.09,365.83,368.85,328.6,359.18,347.34,435.66,376.67,361.44,347.96,350.06
263,519,8374,454.53,484.98,385.88,459.1,450.42,416.21,413.29,406.38,443.09,433.46,401.28,376.18,479.92,446.62,425.04,448.4,458.64,353.08,414.38,373.66,392.87,345.52,438.53,356.92,352.38,392.1,398.67
264,3855,6692,277.6,324.38,365.4,442.34,283.88,373.61,320.5,339.27,328.36,400.5,431.25,314.1,447.24,458.1,365.96,402.91,342.76,353.85,257.9,286.2,463.48,363.88,333.38,447.57,381.98,344.5,368.7
265,7887,3919,372.16,534.42,524.47,464.06,389.28,459.18,441.87,490.42,409.68,443.58,494.85,461.4,456.16,374.53,412.31,456.28,476.7,393.66,465.47,455.98,274.5,448.5,489.8,459.51,517.78,423.1,495.7
266,4669,15336,370.58,303.62,327.34,351.51,340.54,374.7,324.32,387.68,317.18,393.29,305.59,345.42,431.8,327.38,321.52,373.56,367.04,297.58,297.87,315.68,291.65,351.12,329.81,333.03,290.07,360.15,347.16
267,798,14046,404.94,374.62,481.25,496.24,445.32,422.71,427.64,410.58,530.15,480.88,459.94,305.98,463.74,464,430.9,471.27,431.59,468.16,542.26,455.14,510.28,428.32,468.86,452.56,442.06,468.43,457.8
268,4081,2762,489.22,407.93,445.2,515.21,353.52,476.66,445.6,376.84,472.86,449.32,465.27,419.53,541.88,525.19,515.08,473.7,469.18,481.9,524.9,411.4,364.43,339.52,524.48,464.2,294.8,465,303.18
269,1567,7029,599.92,469.26,542.3,467.62,513.91,473.74,570.5,470.18,492.2,531.08,455.17,394.08,499.72,536.28,504.26,459.37,562.38,469.78,487.56,494.88,388.26,470.46,549.8,467.53,488.65,510.86,440.88
270,1834,11613,438.64,438.88,412.98,449.7,428.46,429.9,392.9,414.99,457.68,411.88,455.46,425.78,445.03,436.8,431.98,439.84,379.7,471.69,467.1,389.6,409.42,418.46,424.76,375.76,424.48,411.79,383.9
271,5178,4367,333.68,356.4,499.92,444.78,485.18,463.44,529.5,399.01,444.11,453.82,389.48,365.1,467.23,466.76,462.56,456.13,476.83,527.8,485.38,406.96,467.88,437.97,506.22,558.09,480.4,418.26,476.89
272,22220,14352,213.48,210.69,212.9,214.74,215.48,214.59,208.96,216.68,213.33,215.6,215.4,207.69,229.48,220.88,216.74,216.14,216.59,215.9,217.79,220.08,219.78,221.44,219.6,216.08,217.24,218.6,217.74
273,3371,14115,518.54,425.61,443.26,419.9,453.3,456.44,367,322.17,474.88,413.54,424.32,443.76,448.02,377.18,461.34,478.46,434.59,404.8,369.9,326.18,447.78,390.28,350.68,410.07,432.28,418.48,398.26
274,7838,19167,615.58,529.18,387.12,288.98,290.28,345.48,395.14,443.43,465.3,390.58,434.02,376.43,507.58,377.56,382.92,309.59,453.58,399.43,217.3,464.24,457.5,369.7,433.42,441.34,293,550.65,394.16
275,6296,2578,365.93,384.26,357.78,395.09,344.12,347.36,310.88,370.27,354.88,399.24,362.22,300.08,347.72,326.88,383.36,307.24,352.36,290.48,352.62,337.98,343.68,461.34,387.13,356.96,300.67,349.32,333.1
276,5578,3524,490.41,509.96,414.31,504.7,475.63,419.92,482.54,403.78,467.52,487.47,505.94,387.86,361.22,435.2,368.9,426.58,354.35,373.02,254.58,347.91,580.04,363.88,440.72,419.6,453.18,372.66,482.76
277,383,2419,482.69,438.7,498.41,429.98,417.98,401,460.17,444.32,385.8,520.68,414.43,430.02,503.4,561.7,594.68,321.24,526.26,371.48,543.84,622.96,332.5,391.38,490.08,458.5,261.86,365.88,367.09
278,21070,15685,511.77,531.39,563.78,520.18,528.4,486.08,585.37,501.62,533.63,581.79,525.24,494,521.98,530.16,513.48,474.44,489.14,526.08,564.85,529.64,493.24,666.18,494.2,486.14,479.48,540.88,483.82
279,4278,9310,481.04,390.66,375.48,430.53,300.46,409.98,400.02,452.78,326.88,395.28,379.4,477.18,412.2,430.06,402.52,418.15,437.16,354.16,388.22,374.62,445.3,502.94,360.18,377.24,468.96,367.81,397
280,4193,11173,365.8,399.54,341.7,378.56,385.25,389.38,345.48,374.34,336.13,362.38,350.82,318.04,322.16,373.04,395.22,352.96,395.39,363.94,305.98,340.16,332.96,366.86,349.84,370.01,364.4,333.6,339.48
281,13648,22389,511.76,522.2,366.33,278.64,510.02,400.63,491.21,502.04,448.97,634.52,529.78,430.92,519.7,484.94,495.58,416.62,462.69,464.93,502.84,503.36,409.54,501.74,591.56,458.24,340.94,317.14,499.72
282,2492,15287,451.6,433.4,480.82,456.52,491.83,448.96,428.37,410.93,472.18,429.44,424.68,463.3,502.66,530.69,462.83,468.19,483.24,455.51,432.72,484.14,496.27,449.23,491.7,434.18,411.38,515.93,451.08
283,3663,8649,489.94,393.32,391.58,420.16,379.68,411.7,550.18,407.6,376.69,534.34,404.69,450.82,518.23,428.96,405.48,360.98,412.64,434.4,412.9,374.7,358.5,466.88,430.68,473.06,386,427.69,407.69
284,22181,15177,423.8,452.26,456.92,436.34,474.6,445.02,457.66,441.22,438.8,462.6,436.08,464.04,434.03,433.32,380.96,466.02,370.4,350.48,324.2,392.85,352.98,429.02,446.01,460.24,435.91,504.72,508.88
285,2601,10750,442.88,378.84,439.78,485.7,423.3,493.19,473.24,469.02,429.33,476.4,449.78,409.3,431.29,429.94,470.76,449.06,473.58,417.61,407.83,459.28,471.54,473.68,531.66,452.41,414.07,483.78,475.69
286,1549,9346,408.68,369.42,398.96,434.4,416.46,421.85,360.65,388.8,390.97,386.94,394.87,302.6,407.68,409.36,382.47,416.61,416.95,389.68,427.04,391.42,371.25,419.52,404.26,402.5,387.44,429.62,432.72
287,4861,10806,446.66,384.72,374.8,373.38,432.34,389.36,472.38,413.35,409.78,449.3,437.17,466.01,362.77,424.05,364.4,404.52,417.4,399.48,416.59,384.4,402.5,386.08,462.78,341.1,417.54,406.52,412.8
288,6503,2239,564.87,542.28,488.16,580.36,526.08,497.7,504.9,517.82,549.9,529.36,463.06,393.76,556.63,623.64,457.88,463.71,624.69,504.55,594.28,534.97,504.48,492.18,574.6,440.23,373.26,465.57,497.28
289,8289,4183,678.52,492.27,503.58,414.66,522.74,382.36,541.44,485.57,501.18,509.5,456.48,489.6,497.5,503.6,505.58,512.32,399.36,445.38,544.28,398.68,456.96,358.36,475.26,509.87,547.09,499.68,506.52
290,4417,9785,492.27,458.74,459.97,553.44,551.38,443.36,523.53,504.2,477.9,503.28,511.05,444.5,528.52,419.08,393.66,493.74,461.74,397.47,560.64,448.03,449.58,394.6,474.88,503,450.63,489.38,451.2
291,1963,3198,524.38,372.68,568.86,454.84,484.26,486.94,507.66,439.6,383.24,513.09,412.9,548.34,647.68,414.84,570.58,541.42,433.14,492.54,499.48,398.46,377.58,423.76,367.4,391.86,551.06,374.56,453.78
292,6571,5700,441.78,445.32,479.24,456.85,446.04,526.86,460.5,510.7,461.91,459.86,412.88,432.56,484.1,431.88,432.29,508.29,516.58,293.9,488.44,539.58,567.07,465.8,415.72,468.46,480.96,308.3,492.22
293,6395,21131,429.1,453.91,451.7,474.68,403.46,415.36,416.16,429.68,444.1,472.4,444.1,449.93,479.52,453.38,474.02,436.18,398.98,437.22,396.81,509,431.83,416.37,432.46,436.62,392.02,414.74,428.62
294,935,18375,270.24,395.9,392.68,317.5,256.49,233.86,417.56,278.08,308.1,564.24,268.7,339.89,284.49,336.1,365.42,293.6,370.72,253.7,238.5,296.84,340.09,228.89,285.3,299.68,302.64,237.04,298.68
295,21876,10776,492.14,539.38,509.76,578.44,546.6,350.61,415.1,412.28,476.32,339.99,440.04,435.46,548.19,383.76,421.66,428.64,451.35,406.68,500.93,467.9,369.31,441.68,450.85,412.87,333.99,393.52,328.57
296,18276,11159,466.33,457.58,514.15,435.58,488.14,474.68,439.16,449.67,435.96,542.9,492.88,643.98,512.22,500.04,428,411,495.29,454.18,386.56,466.74,494.01,441.38,497.78,458.86,438.58,479.74,475.58
297,22259,4863,570.56,574.94,513.28,536.26,519.64,531.72,555.4,490.09,571.63,554.77,504.18,547.08,524.53,576.68,503.31,539.37,524.64,548.04,563.25,509.46,485.16,552.5,599.13,477.18,577.36,518.51,515.86
298,1963,3615,467.26,325.14,447.96,483.74,347.4,420.64,367.28,387.8,435.47,330.88,447.68,414.19,435.64,425.06,436.76,434.78,443.67,408.9,405.9,451.06,441.78,477.04,461.59,463.74,446.81,408.92,431.4
299,21558,2010,535.26,547.39,480.77,595.61,613.47,521.26,530.9,486.88,427.81,538.3,555.02,449.66,395.1,629.79,397.61,472.17,530.27,530.22,502.98,540.3,595.19,508.74,644.29,542,477.78,650.7,558.18
300,6509,7526,451.55,429.34,404.51,355.1,408.32,378.98,326.88,372.25,388.28,388.13,363.32,372.92,373.23,314.08,348.37,302.98,317.99,256.2,249.5,394.3,422.9,316.99,371.71,333.7,410.76,349.86,376.88
301,6255,13076,520.77,511.77,466.48,549.68,426.33,483.7,414.97,443.46,414.53,501.91,438.98,498.64,655.9,406.38,469.98,435.68,523.18,497.53,476.9,451.35,402.4,443.32,521.75,521.98,478.71,469.3,467.78
302,1374,20791,375.1,431.62,434.26,416.42,294.9,407.28,415.08,258.58,436.34,427.44,410.3,413.9,451.49,389.68,292.9,377.28,364.34,416.58,429.88,399.22,401.96,449.78,338.83,432.36,444.84,392.87,423.48
303,19838,17684,471.74,425.23,407.5,439.14,432.06,414.14,443.24,421,446.28,475.13,455.66,431.68,482.38,476.8,453.6,486.88,478.88,419.91,397.46,405.3,422.64,468.18,473.66,415.1,424.58,440.68,423.38
304,8981,9655,431.53,425.71,461.47,375.5,439.6,460.76,408.06,394.65,450.98,451.74,451.21,488.66,639.08,391.38,403.61,421.34,427.58,437.56,363.9,315.48,439.93,429.04,423.54,446.56,386.49,376.66,454.88
305,8807,17156,532.48,555.7,440.24,335.08,409.34,519.38,497.17,412.85,390.48,544.78,465.26,427.37,279.32,384.93,535.52,517.97,516.71,361.32,279.46,389.8,430.33,627.98,438.8,504.6,464.4,428.28,437.79
306,4041,8678,382.04,355.51,389.16,345.69,338.47,337.48,327.62,361.18,387.94,365.04,357.8,340.3,404.06,430.24,325.92,342.31,377.19,323.02,353.24,383.68,409.96,348.8,394.76,337.96,370.62,374.55,400.06
307,6518,1658,406.54,514.09,464.68,578.38,546.42,540.76,549.56,579.3,553.88,562.45,583.21,615.82,465.96,484.88,694.2,459.98,485.99,410.6,405.34,453.72,503.93,406.51,667.98,517.33,396.16,455.99,496.42
308,13911,14565,213,208.58,209.1,207.5,208.26,204.99,203.14,205.44,205.64,207.24,208.25,206.3,214.32,208.67,205.18,204.66,207.98,208,209.58,211.5,211.7,205.2,212.45,208,214.28,207.3,205.63
309,5109,7246,376.06,393.16,393.74,371.38,395.07,391.08,323.5,357.56,385.19,483.36,401.64,357.58,467.96,419.98,386.38,433.68,359.58,404.74,359.92,369.16,411.79,403.7,345.26,394.48,355.66,345.74,351.68
310,2307,1785,502.46,647.78,640.1,436.98,651.82,655.46,367.88,714.48,619.12,605.34,544.4,469.48,497.9,593.4,429.22,445.1,486.32,442.6,532.17,629.08,617.89,668.22,424.18,486.55,292.56,436.24,389.36
311,5515,3761,361.62,471.65,331.58,429.08,424.24,408.98,368.24,336.38,481.42,363.54,315.54,359.2,362.29,477.06,482.73,470.26,373.9,409.71,441.62,508.3,369.2,406.87,314.8,404.68,376.48,384.64,450.5
312,8741,3401,368.08,472.7,492.48,344.36,441.2,438.29,368.03,445.04,457.74,489.38,436.88,537.78,463.38,498.06,539.88,473.98,470.12,427.23,514.92,500.16,302.76,429.17,426.48,411.79,425.38,450.34,484.63
313,11298,22350,360.08,338.2,316.44,302.84,357.75,334.24,334.23,339.3,259.6,398.62,361.9,263.26,364.53,363.21,359.94,354.45,316.98,311.64,317.96,320.94,215.26,319.7,304.86,342.54,317.23,326.38,279.12
314,11429,11167,512.08,374.72,345.98,401.85,445.82,397.22,376.96,426.78,335.08,385.23,357.5,372.53,369.48,523.88,402.14,427.98,345.66,342.44,331.96,338.48,358.7,479.87,393.23,329.34,379.68,425.09,425.44
315,6995,7977,331.36,284,278.69,279.73,283.6,281.3,279.13,284.78,289.1,294.38,294.78,286.19,297.07,254.28,280.16,299.9,279.03,276.1,275,282.85,286.46,282.79,307.5,294.03,277.23,283.69,316.69
316,3426,6046,533.62,486.2,501.8,514.43,342.4,510.5,484.33,476,443.9,541.98,481.26,399.38,441.76,442.5,496.08,498.9,476.2,517.94,487.3,460.28,451.87,445.82,582.7,490.95,398.85,407.46,403.98
317,11706,17531,602.84,480.29,452.06,445.01,436.76,468.78,502.45,445.27,451.6,507.22,443.65,560.47,572.98,454.68,450.56,474.86,447.98,468.33,419.54,457.38,411.26,399.06,474.77,504.7,449.72,435.28,418.06
318,1378,1813,406.56,431.25,421.06,384.88,399.2,406.9,408.84,346.38,381.23,380.88,422.76,394.86,384.5,427.54,345.52,326.78,385.31,353.06,485.58,455.1,381.58,452.71,328.3,471.12,434.12,291.58,433.46
319,4657,13665,385.48,352.46,428.24,408.63,330.98,399.4,450.6,408.41,296.07,412.04,434.47,362.2,548.27,421.92,401.8,377.16,459.88,419.56,257.6,472.8,388.21,370.04,446.38,461.56,401.4,412.44,384.66
320,4260,16966,501.23,421.06,440.45,489.51,463.6,378.1,467.29,461.96,471.9,497.57,456.93,475.46,462.94,438.46,448.06,412.2,478.85,462.7,488.68,414.7,515.32,479.04,436.48,474.61,432.24,430.18,437.84
321,1696,15053,330.03,304.68,416.18,379.56,411.08,403.44,328.94,403.62,428.29,382.52,449.6,365.62,327.16,378.58,387.95,386.63,394.49,433.2,377.73,350.28,396.05,295.09,396.22,398.03,329.4,416.72,374.51
322,7763,7830,340.34,350.48,394.96,331.13,307.88,309.44,318.53,324.46,346.84,375.89,317.12,303.63,421.24,323.24,306.5,323.03,325.58,307.87,318.74,304.54,232.3,303.51,327.59,341.12,291.08,286.76,318.25
323,5902,4258,488.28,429.05,498.56,446.68,448.2,500.86,503.55,475.62,458.68,518.42,464.34,491.86,454.56,501.88,542.99,520.32,504.68,468.74,457.5,409.34,507.78,352.78,508.26,695.86,322.14,529.78,488.77
324,1023,887,420.72,464.34,461.89,424.68,468.29,450.28,467.94,504.49,465.98,415.52,446.82,450.18,527.38,407.92,430.16,448.78,541.62,444.33,489.18,437.3,465.44,438.04,471,378,475.98,583.64,391.1
325,521,4278,565.54,614.08,496,647.06,596.7,541.02,655.78,483.33,673.79,608.36,889.32,400.32,684.75,730.83,402.22,613.12,572.22,526.87,802.28,456.59,668.92,641.52,537.32,597.06,498.58,505.74,591.04
326,14336,17290,665.84,535.24,467.78,459.29,449.8,541.49,526.5,477.46,562.15,549.85,422.3,486.48,550.72,608.49,500.49,510.38,485.86,570.08,357.28,466,542.2,532.7,519.89,574.81,501.7,468.17,533.2
327,5300,2644,420.1,421.18,387.97,375.28,414.79,443.21,484.21,356.48,490.44,385.28,404.86,443.1,437.76,413.17,414.88,355.56,424.02,432,417.36,459.71,300.58,395.81,448.58,410.32,493.04,431.4,334
328,6472,8127,432.59,519.68,365.32,382.59,333.2,305.2,370.61,362.48,331.03,413.77,297.72,308.86,405.8,292.48,303.04,331.78,336.88,275,261.12,313.18,361.06,313.8,359.7,305.95,304.2,297.6,345.84
329,13658,14636,212.88,214.6,212.99,209.66,209.5,204.49,201.98,205.9,212.89,217.4,214.3,209.1,218.48,211.96,207.97,212.94,211.55,213.8,217.34,209.6,211.6,209.9,218.97,212.73,209.38,206.85,209.35
330,6351,19654,441,548.9,516.42,544.22,550.66,569.46,523.9,541.4,533.22,593.22,579.35,443.5,544.14,564.8,584.44,528.48,545.49,525.86,553.1,589.76,547.94,448.44,578.46,643.7,436.92,572.76,524.56
331,3343,7824,403.7,368.65,365.97,384.63,375.86,385.12,343.68,381.77,388.39,416.26,351.66,378.7,353.59,355.89,359.08,341.76,381.78,347.96,370.78,328.3,354.58,353.5,421.78,411.1,402.06,353.9,367.51
332,20430,12215,383.99,495.87,452.45,473.26,406.88,350.45,425.37,425.14,447.18,541.38,470.89,438,508.83,437.72,380.5,525.5,501.79,356.59,421.38,375.78,526.18,416.48,445.94,456.4,376.26,481.26,501.58
333,2692,11848,479.08,384.04,442.96,505.63,477.6,442.78,461.57,400.48,444.86,451.46,523.14,378.64,324.7,570.02,471.26,472.32,513.48,403.84,483.3,352.75,460.14,432.06,388.4,475.15,408.64,405.1,421.28
334,21071,8902,724.19,628.51,585.94,650.4,552.38,591.98,636.86,537.82,572.58,641.38,619.28,691.28,625,526.37,562.85,593.7,620.9,541.2,648.56,658.08,531.06,514.46,617.36,527.63,514.53,551.76,539.5
335,2548,7460,482.65,354.34,361.8,368.08,403.25,389.7,371.35,377.11,370.8,421.7,352.9,351.2,420.43,371.1,367.3,364.03,348.18,345.5,443.66,369.34,377.92,366.48,379.37,388.05,380.2,346.98,353.14
336,22214,12944,464.34,507.7,488.09,431.56,452.04,465.4,414.32,523.93,422.64,489.69,455.68,465.19,471.48,495.96,451.58,455.55,485.14,480.58,505.7,353.16,417.89,377.61,478.71,500.28,400.7,389.32,435.01
337,6051,13387,535.58,430.01,410.18,366.46,501.4,480.99,462.96,426.8,506.68,510.92,365.96,454.15,627.89,471.46,470.36,416.95,383.2,482.38,279.86,496.48,422.53,438.44,531.34,522.49,376.13,504.42,474.76
338,22505,4678,473.31,492.89,460.98,493.96,436.1,474.38,456.67,461.23,458.04,453.44,486.43,482.36,453.22,471.4,461.92,447.41,423.57,470.2,465.9,429.66,465.03,455.98,422.1,484.16,475,374.06,436.03
339,1758,16455,1033.52,1783.29,1232.12,2404.34,1031.27,2222.96,801.4,2350.05,870.5,1491.31,7309.79,548.93,4128.06,6544.96,3395.35,2632.36,879.94,772.9,905.11,938.64,1934.68,2989.48,8751.22,811.55,839.84,994.12,1051.18
340,12705,22566,369.42,413.62,418.8,453.96,411.74,405.15,452.94,425.31,398.48,350.06,440.32,412.82,423.22,435.64,382.51,435.79,418.54,380.08,339.2,497.26,384.62,443.33,411.96,391.2,482.2,410.52,370.64
341,22618,8166,521.04,438.73,498.66,515.34,401.4,463.26,511.02,517.84,478.72,624.36,558.48,541.64,553.66,549.58,472.71,536.5,581.28,482.94,549.59,570.86,517.39,515.34,476.58,477.64,434.24,498.8,505.63
342,7694,9000,272.18,302.29,311.3,303.56,314.14,306.6,314.12,314.4,288.38,321.93,323.78,311.92,336.46,322.21,329.11,299.6,317.03,298.25,290,278.48,344.16,302.48,370.22,339.18,314.5,325.1,330.88
343,8607,10427,560.35,402.08,344.01,362.18,396.75,364.13,331.76,333.68,309.58,475.08,380.48,378.88,428.54,313.26,287.96,300.4,334.43,333.98,404.82,432.7,329.64,383.02,284.36,321.68,348.32,308.1,349.07
344,4141,3532,452.18,418.7,383.04,301.78,426.12,379.82,353.88,364.08,422.19,415.53,375.93,378.51,363.3,443.05,419.43,415.62,345.95,430.86,306.74,336.34,375.51,318.88,368.63,404.24,355.58,338.57,380.64
